,ensembl_gene_id,accession number,id
876,ENSMUSG00000051340,Q7TRQ1,Olfr645
877,ENSMUSG00000075088,Q8VGM8,Olfr1239
878,ENSMUSG00000047544,Q3KPB0,Olfr616
879,ENSMUSG00000095893,Q7TRE1,Olfr884
880,ENSMUSG00000050742,Q8VF87,Olfr164
881,ENSMUSG00000095301,Q8VGI4,Olfr476
882,ENSMUSG00000070383,Q7TRX7,Olfr389
883,ENSMUSG00000051593,Q8VGA0,Olfr272
884,ENSMUSG00000057349,Q9EQ95,Olfr948
885,ENSMUSG00000049052,Q8VG64,Olfr812
886,ENSMUSG00000046272,Q8VFX2,Olfr1444
887,ENSMUSG00000062199,Q7TQR2,Olfr1465
888,ENSMUSG00000058904,Q8VGU3,Olfr1413
889,ENSMUSG00000062712,Q8VGL2,Olfr531
890,ENSMUSG00000111747,Q7TR43,Olfr1134
891,ENSMUSG00000068808,A2AV11,Olfr1189
892,ENSMUSG00000075113,Q3SXJ3,Olfr1209
893,ENSMUSG00000095239,Q8VG08,Olfr497
894,ENSMUSG00000109528,Q8VF83,Olfr1309
895,ENSMUSG00000109528,Q7TQW9,Olfr1309
896,ENSMUSG00000054236,Q8VGI5,Olfr481
897,ENSMUSG00000069816,Q7TRX4,Olfr23
898,ENSMUSG00000096427,A0A1D5RM29,Olfr895
899,ENSMUSG00000096427,L7N210,Olfr895
900,ENSMUSG00000063380,Q7TRB3,Olfr945
901,ENSMUSG00000063380,Q9EQB5,Olfr945
902,ENSMUSG00000053146,Q8VGJ9,Olfr352
903,ENSMUSG00000043331,Q8VG91,Olfr975
904,ENSMUSG00000070380,Q8VFX6,Olfr401
905,ENSMUSG00000096151,Q8VGI6,Olfr477
906,ENSMUSG00000069390,K7N662,Olfr707
907,ENSMUSG00000045395,Q8VG65,Olfr1499
908,ENSMUSG00000050215,Q80ZX9,Olfr70
909,ENSMUSG00000048153,Q9Z1V0,Olfr49
910,ENSMUSG00000049926,Q7TRC0,Olfr921
911,ENSMUSG00000062426,Q7TS03,Olfr304
912,ENSMUSG00000094535,Q8VFF2,Olfr850
913,ENSMUSG00000094535,Q7TRG1,Olfr850
914,ENSMUSG00000059821,Q8VFF4,Olfr847
915,ENSMUSG00000107417,Q7TQT2,Olfr1383
916,ENSMUSG00000049894,Q8VGI8,Olfr808
917,ENSMUSG00000033850,Q7TR94,Olfr1015
918,ENSMUSG00000063173,Q8VFI1,Olfr811
919,ENSMUSG00000047225,Q7TRN8,Olfr684
920,ENSMUSG00000075121,Q8VG21,Olfr1195
921,ENSMUSG00000063394,Q7TS10,Olfr293
922,ENSMUSG00000107662,Q8VGC5,Olfr772
923,ENSMUSG00000056822,Q8VGX2,Olfr166
924,ENSMUSG00000063583,Q8VFC5,Olfr1410
925,ENSMUSG00000063583,E9PYK6,Olfr1410
926,ENSMUSG00000090059,Q7TR71,Olfr1062
927,ENSMUSG00000050281,Q9EQQ7,Olfr630
928,ENSMUSG00000094295,K7N727,Olfr819
929,ENSMUSG00000094295,A0A1L1STW7,Olfr819
930,ENSMUSG00000075195,Q7TR78,Olfr1048
931,ENSMUSG00000075195,Q8VGS2,Olfr1048
932,ENSMUSG00000073922,Q8VGV6,Olfr659
933,ENSMUSG00000051172,Q8VG28,Olfr672
934,ENSMUSG00000048620,Q8VGH5,Olfr1336
935,ENSMUSG00000073979,E9PXN3,Olfr547
936,ENSMUSG00000049797,Q924X8,Olfr642
937,ENSMUSG00000048745,Q8VFU5,Olfr820
938,ENSMUSG00000067971,Q7TQW4,Olfr1321
939,ENSMUSG00000067519,Q8VFV8,Olfr262
940,ENSMUSG00000051528,E9Q0Q2,Olfr424
941,ENSMUSG00000075218,Q8VF74,Olfr995
942,ENSMUSG00000096254,K7N5X7,Olfr724
943,ENSMUSG00000107677,A0A0N4SVP2,Olfr316
944,ENSMUSG00000049737,Q8VFH0,Olfr1361
945,ENSMUSG00000043880,A0A0N4SWC2,Olfr323
946,ENSMUSG00000043880,Q5NCD0,Olfr323
947,ENSMUSG00000075105,L7MU54,Olfr1218
948,ENSMUSG00000075140,Q920P2,Olfr73
949,ENSMUSG00000074955,A2AVW3,Olfr1305
950,ENSMUSG00000043605,P34984,Olfr13
951,ENSMUSG00000075192,L7MU59,Olfr1053
952,ENSMUSG00000060112,Q8VGL4,Olfr60
953,ENSMUSG00000066269,Q7TRS3,Olfr575
954,ENSMUSG00000066269,Q8VH16,Olfr575
955,ENSMUSG00000043314,Q8VGD8,Olfr30
956,ENSMUSG00000095377,Q7TRL3,Olfr91
957,ENSMUSG00000095809,A0A140LIB8,Olfr1290
958,ENSMUSG00000095809,Q7TQX8,Olfr1290
959,ENSMUSG00000095809,A0A140LHL0,Olfr1290
960,ENSMUSG00000073925,Q7TRP9,Olfr654
961,ENSMUSG00000073925,Q8VF27,Olfr654
962,ENSMUSG00000049843,Q8VES2,Olfr1102
963,ENSMUSG00000047594,Q8VGT9,Olfr1122
964,ENSMUSG00000048933,Q8VFC8,Olfr722
965,ENSMUSG00000060759,A0A1B0GS35,Olfr503
966,ENSMUSG00000060759,Q7TRU8,Olfr503
967,ENSMUSG00000059023,Q8VGF5,Olfr1201
968,ENSMUSG00000110171,Q8VFD3,Olfr484
969,ENSMUSG00000068259,Q8VF30,Olfr461
970,ENSMUSG00000101750,Q8VFA6,Olfr1392
971,ENSMUSG00000056883,Q7TRT7,Olfr533
972,ENSMUSG00000074952,Q7TQX0,Olfr1308
973,ENSMUSG00000089892,Q8VF94,Olfr1199
974,ENSMUSG00000050603,Q8VGC7,Olfr1008
975,ENSMUSG00000073923,Q7TRP7,Olfr657
976,ENSMUSG00000061165,Q8VGE3,Olfr160
977,ENSMUSG00000075114,Q8VG47,Olfr1208
978,ENSMUSG00000048456,Q8VFX1,Olfr1448
979,ENSMUSG00000090129,E9PZS7,Olfr287
980,ENSMUSG00000094612,Q8VG06,Olfr491
981,ENSMUSG00000050865,Q8VGP8,Olfr1494
982,ENSMUSG00000045474,Q8VFG3,Olfr1368
983,ENSMUSG00000044923,Q8VFL5,Olfr1030
984,ENSMUSG00000096465,Q8VG02,Olfr488
985,ENSMUSG00000096485,Q8VFW4,Olfr1466
986,ENSMUSG00000109354,Q9EPF8,Olfr706
987,ENSMUSG00000093901,A0A1D5RML6,Olfr893
988,ENSMUSG00000093901,A0A1D5RMC3,Olfr893
989,ENSMUSG00000093901,K7N678,Olfr893
990,ENSMUSG00000059488,A2RTN7,Olfr727
991,ENSMUSG00000057443,Q7TRI7,Olfr138
992,ENSMUSG00000109058,Q9EPF7,Olfr705
993,ENSMUSG00000095218,A2ACY7,Olfr1338
994,ENSMUSG00000095218,A0A1L1SSB4,Olfr1338
995,ENSMUSG00000095189,Q7TQQ9,Olfr1472
996,ENSMUSG00000059379,Q7TR95,Olfr1014
997,ENSMUSG00000060114,Q8VG76,Olfr910
998,ENSMUSG00000044205,Q7TRA3,Olfr983
999,ENSMUSG00000044205,Q8VG90,Olfr983
1000,ENSMUSG00000049334,E9Q6Z7,Olfr902
1001,ENSMUSG00000044061,E9PWF9,Olfr225
1002,ENSMUSG00000044061,A0A1L1SQW2,Olfr225
1003,ENSMUSG00000095312,Q8VF79,Olfr382
1004,ENSMUSG00000058491,A0A2I3BRV7,Olfr869
1005,ENSMUSG00000070821,Q3KPC7,Olfr1340
1006,ENSMUSG00000066272,Q8VH14,Olfr559
1007,ENSMUSG00000043226,Q8VFK1,Olfr1009
1008,ENSMUSG00000089717,Q7TS18,Olfr275
1009,ENSMUSG00000062245,Q7TS52,Olfr170
1010,ENSMUSG00000062245,Q8VGL6,Olfr170
1011,ENSMUSG00000049057,Q8VGP0,Olfr1257
1012,ENSMUSG00000075127,A2AUS6,Olfr1179
1013,ENSMUSG00000075090,A2AVK5,Olfr1234
1014,ENSMUSG00000058513,Q8VEU1,Olfr801
1015,ENSMUSG00000058513,A0A0N4SV99,Olfr801
1016,ENSMUSG00000108265,Q5NCD7,Olfr318
1017,ENSMUSG00000049806,E9Q2B9,Olfr466
1018,ENSMUSG00000045780,F8VQI7,Olfr624
1019,ENSMUSG00000042863,Q7TR90,Olfr1026
1020,ENSMUSG00000071522,Q7TQT8,Olfr263
1021,ENSMUSG00000058084,Q8VFU7,Olfr825
1022,ENSMUSG00000068817,Q7TR39,Olfr1140
1023,ENSMUSG00000055820,Q7TRA6,Olfr967
1024,ENSMUSG00000068950,Q8VGK6,Olfr338
1025,ENSMUSG00000073901,Q9EPF5,Olfr703
1026,ENSMUSG00000045584,E9Q598,Olfr610
1027,ENSMUSG00000063106,E9PZZ6,Olfr1510
1028,ENSMUSG00000051046,Q8VG27,Olfr214
1029,ENSMUSG00000047535,F8VPJ8,Olfr67
1030,ENSMUSG00000075212,Q9QY00,Olfr154
1031,ENSMUSG00000094678,Q7TRF7,Olfr857
1032,ENSMUSG00000094678,A0A1L1SUS1,Olfr857
1033,ENSMUSG00000048378,Q8VET2,Olfr1394
1034,ENSMUSG00000043692,Q7TRX3,Olfr399
1035,ENSMUSG00000096714,Q7TRN3,Olfr699
1036,ENSMUSG00000095286,L7N1Z1,Olfr117
1037,ENSMUSG00000062987,E9Q725,Olfr715b
1038,ENSMUSG00000075176,Q7TR64,Olfr1085
1039,ENSMUSG00000070857,Q7TR54,Olfr1113
1040,ENSMUSG00000054498,Q8VFP2,Olfr308
1041,ENSMUSG00000059729,Q7TQT1,Olfr1385
1042,ENSMUSG00000071000,Q9QZ22,Olfr155
1043,ENSMUSG00000049456,Q8VGE1,Olfr1404
1044,ENSMUSG00000062121,Q60888,Olfr149
1045,ENSMUSG00000093920,Q5SW49,Olfr463
1046,ENSMUSG00000068574,Q8VF80,Olfr458
1047,ENSMUSG00000073909,Q6W049,Olfr688
1048,ENSMUSG00000063216,Q8VGU6,Olfr1351
1049,ENSMUSG00000058194,Q7TR49,Olfr1126
1050,ENSMUSG00000095030,L7N457,Olfr1513
1051,ENSMUSG00000083361,Q8VFP3,Olfr360
1052,ENSMUSG00000059503,E9Q1L6,Olfr248
1053,ENSMUSG00000096320,F6QVZ8,Olfr1471
1054,ENSMUSG00000043366,Q8VBV9,Olfr78
1055,ENSMUSG00000073946,Q8VGA1,Olfr617
1056,ENSMUSG00000042869,Q8VFG4,Olfr1370
1057,ENSMUSG00000072708,Q5SSP0,Olfr381
1058,ENSMUSG00000059610,Q7TS30,Olfr222
1059,ENSMUSG00000067513,A0PK57,Olfr1436
1060,ENSMUSG00000044286,B2RVX8,Olfr221
1061,ENSMUSG00000056858,Q8VG66,Olfr1502
1062,ENSMUSG00000043383,Q8VFY3,Olfr1342
1063,ENSMUSG00000047969,Q8VF14,Olfr1093
1064,ENSMUSG00000110947,A0A2I3BRV8,Olfr1333
1065,ENSMUSG00000110947,Q7TQV7,Olfr1333
1066,ENSMUSG00000096009,Q8VG95,Olfr134
1067,ENSMUSG00000096584,K7N609,Olfr611
1068,ENSMUSG00000095765,L7N1Y5,Olfr741
1069,ENSMUSG00000094133,Q8VF59,Olfr1431
1070,ENSMUSG00000063827,Q7TQT3,Olfr1382
1071,ENSMUSG00000063350,Q7TRE6,Olfr874
1072,ENSMUSG00000045678,Q8VFQ5,Olfr1489
1073,ENSMUSG00000062186,Q8VGR3,Olfr395
1074,ENSMUSG00000053251,Q7TS33,Olfr212
1075,ENSMUSG00000095839,Q7TRA7,Olfr965
1076,ENSMUSG00000075190,Q8VGS7,Olfr1054
1077,ENSMUSG00000094747,Q7TQX1,Olfr1307
1078,ENSMUSG00000056696,Q8VF34,Olfr1350
1079,ENSMUSG00000057207,Q7TR89,Olfr1028
1080,ENSMUSG00000054141,Q8VFM9,Olfr24
1081,ENSMUSG00000057424,Q9EQ87,Olfr934
1082,ENSMUSG00000046913,Q8VFX5,Olfr1451
1083,ENSMUSG00000044293,Q8VF26,Olfr794
1084,ENSMUSG00000070856,Q7TR53,Olfr1115
1085,ENSMUSG00000046790,Q7TQV4,Olfr1341
1086,ENSMUSG00000075188,A2AVY0,Olfr1056
1087,ENSMUSG00000066122,Q8VGM1,Olfr45
1088,ENSMUSG00000090097,Q7TR17,Olfr1182
1089,ENSMUSG00000111174,Q8VG73,Olfr1240
1090,ENSMUSG00000054666,Q8VBW9,Olfr63
1091,ENSMUSG00000094669,Q8VFS5,Olfr441
1092,ENSMUSG00000052818,Q7TRH5,Olfr813
1093,ENSMUSG00000073900,Q9EPF6,Olfr704
1094,ENSMUSG00000094805,Q5NC59,Olfr311
1095,ENSMUSG00000067522,A0A2I3BR00,Olfr76
1096,ENSMUSG00000067522,Q8VFV2,Olfr76
1097,ENSMUSG00000075220,Q8VF75,Olfr993
1098,ENSMUSG00000045150,Q7TR29,Olfr1161
1099,ENSMUSG00000094531,Q7TRP2,Olfr671
1100,ENSMUSG00000094531,A0A1B0GSN5,Olfr671
1101,ENSMUSG00000099687,E9Q382,Olfr623
1102,ENSMUSG00000073951,Q7TRR2,Olfr598
1103,ENSMUSG00000061361,Q8VF05,Olfr168
1104,ENSMUSG00000073998,E9Q518,Olfr520
1105,ENSMUSG00000092077,Q920Z0,Olfr101
1106,ENSMUSG00000093804,A2AVW1,Olfr1303
1107,ENSMUSG00000074996,F6ZUS0,Olfr199
1108,ENSMUSG00000059031,Q8VG03,Olfr482
1109,ENSMUSG00000073917,Q8VG79,Olfr665
1110,ENSMUSG00000075171,A3KPP7,Olfr1095
1111,ENSMUSG00000044798,F6WBH4,Olfr923
1112,ENSMUSG00000044798,Q7TRB9,Olfr923
1113,ENSMUSG00000048391,Q7TRG4,Olfr843
1114,ENSMUSG00000073913,Q8VG26,Olfr678
1115,ENSMUSG00000084336,Q8VEZ2,Olfr1269
1116,ENSMUSG00000043267,Q7TR87,Olfr1031
1117,ENSMUSG00000109813,Q8VF38,Olfr1279
1118,ENSMUSG00000109813,Q7TQY7,Olfr1279
1119,ENSMUSG00000045225,Q7TR34,Olfr1152
1120,ENSMUSG00000052537,Q7TS40,Olfr198
1121,ENSMUSG00000057503,Q8VFV9,Olfr1459
1122,ENSMUSG00000054938,Q8VGH6,Olfr1346
1123,ENSMUSG00000075202,Q7TR81,Olfr1042
1124,ENSMUSG00000075223,Q7TRA2,Olfr987
1125,ENSMUSG00000059910,Q8VEZ3,Olfr1265
1126,ENSMUSG00000045030,Q8VFW8,Olfr1443
1127,ENSMUSG00000051493,Q8VH09,Olfr974
1128,ENSMUSG00000036647,A0A0R4J0M0,Olfr6
1129,ENSMUSG00000050763,Q8VGD7,Olfr1395
1130,ENSMUSG00000050085,Q8VGY7,Olfr622
1131,ENSMUSG00000049011,Q8VET4,Olfr729
1132,ENSMUSG00000095929,Q7TRU9,Olfr487
1133,ENSMUSG00000049010,Q8VGB3,Olfr982
1134,ENSMUSG00000020168,Q7TS05,Olfr299
1135,ENSMUSG00000060503,Q8VG49,Olfr715
1136,ENSMUSG00000095095,Q8VGT1,Olfr385
1137,ENSMUSG00000051156,Q8VEZ5,Olfr1491
1138,ENSMUSG00000094858,Q8VGE8,Olfr1297
1139,ENSMUSG00000062608,Q8VGQ6,Olfr195
1140,ENSMUSG00000052417,Q8VF37,Olfr720
1141,ENSMUSG00000075215,Q7TR99,Olfr1000
1142,ENSMUSG00000046396,E9Q4X7,Olfr609
1143,ENSMUSG00000078116,Q8VFM8,Olfr828
1144,ENSMUSG00000057461,Q7TRR7,Olfr591
1145,ENSMUSG00000062892,Q8VF19,Olfr1450
1146,ENSMUSG00000057890,A0A0N4SUP0,Olfr1375
1147,ENSMUSG00000059030,Q7TRJ1,Olfr128
1148,ENSMUSG00000043119,Q8VES9,Olfr448
1149,ENSMUSG00000045132,E9PZ66,Olfr620
1150,ENSMUSG00000050028,Q7TRL9,Olfr745
1151,ENSMUSG00000050028,A0A2I3BQ89,Olfr745
1152,ENSMUSG00000095212,Q8VG44,Olfr473
1153,ENSMUSG00000094182,Q9EQB4,Olfr937
1154,ENSMUSG00000044441,Q0VEV7,Olfr1442
1155,ENSMUSG00000060523,E9Q8X3,Olfr726
1156,ENSMUSG00000096806,Q7TRZ9,Olfr312
1157,ENSMUSG00000056184,Q8VGU2,Olfr283
1158,ENSMUSG00000075092,Q8VEX7,Olfr1232
1159,ENSMUSG00000060974,Q8VFE8,Olfr530
1160,ENSMUSG00000057270,Q8VFQ3,Olfr1501
1161,ENSMUSG00000055571,Q7TS02,Olfr305
1162,ENSMUSG00000075112,Q7TR09,Olfr1211
1163,ENSMUSG00000062272,A2AV41,Olfr1129
1164,ENSMUSG00000071494,A0A0B4J1M2,Olfr455
1165,ENSMUSG00000075194,A2ARZ0,Olfr1049
1166,ENSMUSG00000067526,Q7TQS1,Olfr1425
1167,ENSMUSG00000067526,K7N659,Olfr1425
1168,ENSMUSG00000046975,Q8VFK7,Olfr1020
1169,ENSMUSG00000042849,Q8VGU5,Olfr1414
1170,ENSMUSG00000058662,E9Q7C5,Olfr69
1171,ENSMUSG00000058071,A0A0N4SVH6,Olfr818
1172,ENSMUSG00000058071,Q8VG46,Olfr818
1173,ENSMUSG00000062527,Q8VG32,Olfr1408
1174,ENSMUSG00000066262,E9Q7P5,Olfr640
1175,ENSMUSG00000043312,Q8VGC8,Olfr131
1176,ENSMUSG00000061342,Q7TR25,Olfr1168
1177,ENSMUSG00000070852,L7MTT1,Olfr1121
1178,ENSMUSG00000066241,Q8VFZ6,Olfr514
1179,ENSMUSG00000059873,A2ATE0,Olfr1029
1180,ENSMUSG00000109951,A2RS33,Olfr601
1181,ENSMUSG00000071764,A2AHM8,Olfr1320
1182,ENSMUSG00000057770,Q8VGW3,Olfr668
1183,ENSMUSG00000090675,Q7TRK1,Olfr111
1184,ENSMUSG00000050030,Q7TRM6,Olfr728
1185,ENSMUSG00000075139,Q7TR28,Olfr1162
1186,ENSMUSG00000044292,E9Q985,Olfr978
1187,ENSMUSG00000050023,Q8VG40,Olfr1176
1188,ENSMUSG00000074966,Q7TQY8,Olfr1275
1189,ENSMUSG00000070374,B1ARL3,Olfr59
1190,ENSMUSG00000070374,A0A0U1RQ21,Olfr59
1191,ENSMUSG00000070374,A0A0U1RPY7,Olfr59
1192,ENSMUSG00000059069,E9Q438,Olfr749
1193,ENSMUSG00000075146,L7MU57,Olfr1154
1194,ENSMUSG00000047511,Q7TQS8,Olfr1396
1195,ENSMUSG00000049015,Q8VFW1,Olfr1467
1196,ENSMUSG00000075181,A2AK62,Olfr1066
1197,ENSMUSG00000046300,Q8VET3,Olfr1412
1198,ENSMUSG00000073944,E9PV95,Olfr619
1199,ENSMUSG00000042909,Q8VG19,Olfr648
1200,ENSMUSG00000075101,Q7TR02,Olfr1222
1201,ENSMUSG00000070382,A0A0U1RNJ4,Olfr391
1202,ENSMUSG00000109487,Q8VGE6,Olfr1298
1203,ENSMUSG00000075206,A2ASU7,Olfr1024
1204,ENSMUSG00000094810,Q7TRC7,Olfr907
1205,ENSMUSG00000075210,Q8VFJ7,Olfr1012
1206,ENSMUSG00000054054,Q7TS01,Olfr309
1207,ENSMUSG00000058014,Q8VG09,Olfr502
1208,ENSMUSG00000111711,A0A1L1SRK6,Olfr1089
1209,ENSMUSG00000064110,Q7TRA9,Olfr963
1210,ENSMUSG00000067064,Q8VGU4,Olfr1416
1211,ENSMUSG00000058981,E9Q8X1,Olfr1406
1212,ENSMUSG00000073916,Q8VGU9,Olfr669
1213,ENSMUSG00000075174,Q7TR63,Olfr1087
1214,ENSMUSG00000044106,Q8VFI8,Olfr868
1215,ENSMUSG00000075186,Q7TR74,Olfr1058
1216,ENSMUSG00000101918,Q7TR01,Olfr1225
1217,ENSMUSG00000111772,A0A1L1SR98,Olfr228
1218,ENSMUSG00000096516,K7N6B2,Olfr628
1219,ENSMUSG00000075163,A2AVB8,Olfr1107
1220,ENSMUSG00000061039,E9Q413,Olfr920
1221,ENSMUSG00000082882,Q7TR16,Olfr1186
1222,ENSMUSG00000063116,Q8VFX7,Olfr410
1223,ENSMUSG00000063225,Q7TRC3,Olfr917
1224,ENSMUSG00000061489,Q8VGL5,Olfr525
1225,ENSMUSG00000101480,F7BL62,Olfr1220
1226,ENSMUSG00000070378,Q7TRX2,Olfr403
1227,ENSMUSG00000094692,L7N1X7,Olfr738
1228,ENSMUSG00000070438,Q5NC55,Olfr313
1229,ENSMUSG00000043911,Q8VG50,Olfr922
1230,ENSMUSG00000050654,Q8VF82,Olfr215
1231,ENSMUSG00000075137,Q8VFR4,Olfr1163
1232,ENSMUSG00000092413,Q7TRJ8,Olfr115
1233,ENSMUSG00000073960,Q8VG25,Olfr583
1234,ENSMUSG00000073907,Q8VG18,Olfr689
1235,ENSMUSG00000049362,E9QAT7,Olfr173
1236,ENSMUSG00000060742,A2AK60,Olfr1076
1237,ENSMUSG00000047667,Q7TRB7,Olfr26
1238,ENSMUSG00000051424,Q8VG86,Olfr1184
1239,ENSMUSG00000071510,E9Q8F6,Olfr172
1240,ENSMUSG00000095401,Q7TRH7,Olfr804
1241,ENSMUSG00000108827,Q8VF85,Olfr1310
1242,ENSMUSG00000066239,K7N645,Olfr519
1243,ENSMUSG00000066239,Q7TRU3,Olfr519
1244,ENSMUSG00000073926,E9PVA0,Olfr653
1245,ENSMUSG00000075380,Q8VFP6,Olfr355
1246,ENSMUSG00000096000,F6VS78,Olfr773
1247,ENSMUSG00000043948,Q8VGW5,Olfr691
1248,ENSMUSG00000066748,Q60882,Olfr145
1249,ENSMUSG00000075199,Q8VFL0,Olfr52
1250,ENSMUSG00000061614,Q7TRG2,Olfr845
1251,ENSMUSG00000060084,E9Q9Z0,Olfr748
1252,ENSMUSG00000095236,Q8VGP4,Olfr38
1253,ENSMUSG00000066240,Q7TRU4,Olfr517
1254,ENSMUSG00000061000,Q8VG13,Olfr507
1255,ENSMUSG00000062434,Q8VFZ5,Olfr516
1256,ENSMUSG00000110012,Q8VH21,Olfr644
1257,ENSMUSG00000063386,Q8VFA9,Olfr1387
1258,ENSMUSG00000051509,E9Q5P8,Olfr414
1259,ENSMUSG00000075175,Q8VFL9,Olfr1086
1260,ENSMUSG00000073928,Q8VG78,Olfr651
1261,ENSMUSG00000074945,A2AVL6,Olfr1314
1262,ENSMUSG00000109547,Q8VGE5,Olfr1294
1263,ENSMUSG00000049073,Q8VGB4,Olfr985
1264,ENSMUSG00000073975,E9Q544,Olfr550
1265,ENSMUSG00000062914,Q8VFH3,Olfr777
1266,ENSMUSG00000075115,A2ATJ4,Olfr1200
1267,ENSMUSG00000050128,A2ASU6,Olfr1023
1268,ENSMUSG00000108919,Q8VF48,Olfr1295
1269,ENSMUSG00000072707,E9Q3K2,Olfr31
1270,ENSMUSG00000101874,Q8VFA4,Olfr1391
1271,ENSMUSG00000073970,E9Q547,Olfr555
1272,ENSMUSG00000074946,Q7TQW8,Olfr1313
1273,ENSMUSG00000108995,A0A140LJF5,Olfr485
1274,ENSMUSG00000048299,Q60887,Olfr148
1275,ENSMUSG00000111715,Q7TQZ6,Olfr1246
1276,ENSMUSG00000061520,Q7TR48,Olfr153
1277,ENSMUSG00000052625,Q7TRG0,Olfr851
1278,ENSMUSG00000075378,Q8VF16,Olfr361
1279,ENSMUSG00000090631,B2RT27,Olfr456
1280,ENSMUSG00000073963,Q8VGZ3,Olfr572
1281,ENSMUSG00000096477,L7N475,Olfr92
1282,ENSMUSG00000063867,E9PWU0,Olfr1511
1283,ENSMUSG00000109824,V9GXN4,Olfr643
1284,ENSMUSG00000051190,Q7TQU8,Olfr1356
1285,ENSMUSG00000051392,Q8VET1,Olfr1402
1286,ENSMUSG00000062757,A2ATJ9,Olfr1206
1287,ENSMUSG00000059504,Q7TRZ7,Olfr314
1288,ENSMUSG00000050343,Q8VGH0,Olfr1378
1289,ENSMUSG00000093980,Q8VEW5,Olfr493
1290,ENSMUSG00000045581,Q9EP55,Olfr710
1291,ENSMUSG00000058856,Q8VFD7,Olfr952
1292,ENSMUSG00000051003,Q8VGB9,Olfr161
1293,ENSMUSG00000044899,Q8VGW1,Olfr649
1294,ENSMUSG00000045508,Q8VFG2,Olfr1367
1295,ENSMUSG00000096228,Q60889,Olfr5
1296,ENSMUSG00000054890,Q7TQU0,Olfr1535
1297,ENSMUSG00000094200,K9J725,Olfr237
1298,ENSMUSG00000107711,Q7TRZ4,Olfr320
1299,ENSMUSG00000068947,Q7TRY4,Olfr366
1300,ENSMUSG00000096209,Q8VEW6,Olfr510
1301,ENSMUSG00000073927,B9EHE6,Olfr652
1302,ENSMUSG00000075169,A2AVB0,Olfr1098
1303,ENSMUSG00000063842,Q8VFJ1,Olfr862
1304,ENSMUSG00000075200,Q8VGR9,Olfr1044
1305,ENSMUSG00000095804,Q8VFU4,Olfr824
1306,ENSMUSG00000059112,Q8VG63,Olfr1263
1307,ENSMUSG00000070379,Q8VFX8,Olfr402
1308,ENSMUSG00000069998,Q7TRY2,Olfr372
