,MDS1,MDS2
Or10A2,38.30638434316866,26.17048204289939
Or10A3,-17.114826516626188,-47.338283293256644
Or10A3B,1.5416219698216216,-56.87913086858307
Or10A3M,25.588221459772296,-34.902236103641556
Or10A3N,-7.026754506759741,-64.74488647289587
Or10A4,-12.828733194333632,55.76249610422098
Or10A48,-63.618377866451695,-1.5335706890942107
Or10A49,-8.544166313370901,-25.290373145259615
Or10A5,20.440888769652723,9.56191878466056
Or10Aa1,8.261485028652464,-57.46099650843986
Or10Aa3,17.270397829352518,-53.56140393223147
Or10Ab4,-24.83478518935892,56.678063683507794
Or10Ab5,-3.468455864891528,47.01026850604181
Or10Ac1,2.067203487048326,65.41447378614546
Or10Ad1,34.44125886463574,-4.777456019038789
Or10Ad1B,34.515206803014166,9.287208857383778
Or10Ag2,-11.81760795317907,-3.62620576608897
Or10Ag52,2.4620818566445544,-26.251820159583538
Or10Ag53,-0.7126867740665642,26.279365276207077
Or10Ag54,-18.34026556414254,3.6079182905105207
Or10Ag56,-15.504699828627722,-1.050297631921847
Or10Ag57,5.135821495685592,37.40912771612596
Or10Ag58,-11.712611235645035,43.427375747113416
Or10Ag59,17.790700230907945,-24.34227820190537
Or10Ag60,31.262742266511065,41.58997883534734
Or10Ak11,23.55637412176228,-21.747400409023662
Or10Ak12,23.827043407248265,-9.34093872188331
Or10Ak13,-28.54824868194923,24.310896937839548
Or10Ak14,-7.367125705059182,-54.617284434571516
Or10Ak16,-38.018151737311946,35.3948230499928
Or10Ak7,-53.717091972014934,15.859705767101458
Or10Ak8,38.41921669476321,4.076426960369716
Or10Ak9,-40.16190615916162,-32.59897128749428
Or10Al2,-36.78116120545006,43.20912419300051
Or10Al3,14.227811364253878,30.79846239836414
Or10Al4,44.53939170327454,20.63233214886541
Or10Al5,37.56630521862819,51.459415754912435
Or10Al6,21.627920689584723,23.187668121030313
Or10Al7,63.27316630447795,-21.284558888894516
Or10Am5,53.76603319572543,27.537638288493635
Or10B1,-2.2346871068949308,53.99139399822298
Or10C1,7.846569497405595,-6.871703363898651
Or10D1,5.398924880475004,56.34027169032434
Or10D1B,0.8582842505049665,-31.07507341364634
Or10D1C,15.183585727033726,-49.885215924849184
Or10D3,6.76617941443697,-51.682553435046664
Or10D4,-24.546659761067268,52.345031233527216
Or10D4B,-39.830922211624376,28.68492736773653
Or10D4C,-1.0804731507954668,-55.49250272944227
Or10D5,11.840684703247751,51.65473966495787
Or10D5J,-12.452842476025793,-50.07745502639298
Or10G1,35.41200599859991,32.77905046791721
Or10G1B,-13.864688766604631,-42.36211934028434
Or10G3,-3.6994620548894734,-36.75068330618165
Or10G3B,17.591698788406962,-46.15918765472052
Or10G6,28.642083981511924,13.888270745228416
Or10G7,5.425958377384152,-14.382827865953447
Or10G9,21.980069947702145,-44.080747276667985
Or10G9B,14.803633814315381,-28.37874347254261
Or10H1,47.15339895959903,-46.02806859131333
Or10H1B,54.20978521586296,40.789908238628804
Or10H28,-12.728227525368311,-66.2595314230591
Or10J27,17.78422069748805,59.799900499722796
Or10J3,5.249897986256256,23.578893221676214
Or10J3B,-8.90679230120091,47.89498897264405
Or10J5,-4.773473608396259,54.23901871700405
Or10J7,20.820644028617835,-60.54382401448888
Or10K2,29.071401865238002,56.6265034910278
Or10N1,-53.0470074979208,6.153264980179067
Or10P1,12.238247398177378,-28.998116449239525
Or10P21,48.56599873605049,27.215868899632664
Or10P22,49.642869561498735,28.961417709097645
Or10Q1,36.46203094592267,-63.705917457971104
Or10Q12,43.46374421646838,52.731222264045186
Or10Q1B,-10.636910621233687,57.633074372859525
Or10Q3,45.62100421677174,37.555638591629666
Or10S1,14.537613858044828,17.88557571076071
Or10U3,26.787344431082477,20.2488709260314
Or10U4,7.59104498542233,44.21761761032284
Or10V1,38.135905136049026,49.042715975413564
Or10V5,-28.925927084992903,55.49388020492146
Or10V9,-15.237647497400804,58.78259716026269
Or10W1,-22.51130242789058,58.94238465150652
Or10X1,2.9789030875038964,-63.08473128430084
Or10X4,9.739432498879367,-36.63239532767139
Or10Z1,-35.346329543032475,28.80115868632799
Or11A4,28.053965650495496,-19.02133836580089
Or11G1,2.131788409338038,-9.85155855904968
Or11G2,-23.865273188271004,-41.61500259743301
Or11G24,5.3989062880204735,27.7982383344587
Or11G25,-21.42357926199879,-56.10191500732243
Or11G26,32.76852386059278,37.597528471094115
Or11G27,-2.198893302714953,-9.585573520489469
Or11G7,20.369771941229295,29.02185452811903
Or11H23,2.7119735330417862,-45.732742271116344
Or11H4,8.344240400095837,-64.33322020500069
Or11H4B,-7.027584860798714,-68.85562752326413
Or11H6,-5.085992721765243,-47.36458827653989
Or11H7,58.01587643198806,29.12600101401831
Or11I1,-51.525986279268814,18.1900511231795
Or11J4,-14.692182065348609,-63.63598462998682
Or11L3,-2.8635680572380062,47.28336794230454
Or11M3,5.298852607795893,-34.41697830664908
Or11N2,16.02218996229998,58.452607236415055
Or11Q2,-0.8278897248758598,48.74556599222448
Or12D12,7.5224095744458515,24.145574314512714
Or12D13,5.488235870011404,-30.819645849194576
Or12D17,28.02719372987118,-57.29228633429783
Or12D2,-8.694213498045757,-14.140874076837143
Or12E1,20.313662735429805,-44.21150260555586
Or12E10,25.496425875364096,-43.01730737364546
Or12E13,18.22855765442473,-29.96701819716072
Or12E7,28.388755277356296,33.593176325825446
Or12E8,17.56812020847354,-15.416666925061977
Or12E9,4.45099105602675,-28.65769526509705
Or12J2,30.16799519339567,43.16509000549345
Or12J3,35.774919020882145,43.09925446363213
Or12J4,-10.54346072674856,-2.9481104408756034
Or12J5,43.05497048643258,-38.81808391674496
Or12K5,21.202456046771907,-2.862705635524275
Or12K7,21.692202717812883,58.962143415902055
Or12K8,10.93345723136614,37.901489469247835
Or13A1,3.1649151737240344,29.612065835537035
Or13A17,12.06260186853792,56.04937481311871
Or13A18,-12.182075027581092,65.8824503054521
Or13A19,-29.711264555830137,5.039924454995719
Or13A20,43.597448449712886,35.94301173039394
Or13A21,-42.46368148899739,-0.22598165804597126
Or13A22,18.681928147856894,67.2281737628907
Or13A24,13.933194507677944,-65.20582988205193
Or13A25,10.103575357824429,53.924199908383414
Or13A26,-0.9063706540359723,57.26993927164875
Or13A27,29.668003237810808,62.71013921333749
Or13A28,33.85637519997147,57.204741190050164
Or13Ae2,16.344007066513726,-18.248896891857722
Or13C25,-49.42560477285266,-20.683904740965648
Or13C3,-51.39974839438532,22.26446152578562
Or13C7,-18.992977119215492,-38.067551419639855
Or13C7B,-20.087881551014203,-36.291573857101724
Or13C7C,-30.396873103473666,-28.51281712576712
Or13C7D,-18.788221444761632,-37.36162976956026
Or13D1,-10.385519395246195,-18.605948932476203
Or13E8,8.071000834611032,5.286060525508234
Or13F5,-11.79967588991387,-15.904810749903456
Or13G1,-42.88100247821332,-16.399571594267567
Or13J1,-15.71224673124381,-40.928636166523845
Or13L2,54.22045002213774,-43.02886648509067
Or13N4,32.002426556374466,23.720156972483412
Or13P10,13.851904640860896,-58.77159154574791
Or13P3,-43.253887725353565,-26.908227773957954
Or13P4,45.88934485810421,46.52125833280195
Or13P5,40.080141450747504,-23.22341899617517
Or13P8,-41.88324200738301,27.66982364792796
Or14A256,-35.83390517007116,18.775423674342182
Or14A257,-46.38454550643224,18.748038441115977
Or14A258,-63.08469933546171,-43.38298858373565
Or14A259,-72.07396654987994,4.261310063713869
Or14A260,-45.99469738027819,11.923432699663524
Or14C39,-39.50339096737623,-6.333527441871275
Or14C40,-24.92311817396926,-8.534068633354705
Or14C41,-44.21446321636942,-7.297999068265697
Or14C43,-35.800924379623304,-6.268574264049692
Or14C44,-41.49225734543949,2.7222972381627817
Or14C45,-35.96595450247928,3.282146063223932
Or14C46,13.486323535911305,50.20996088214685
Or14J1,-39.11741897870444,7.643280707631473
Or14J10,24.53626943445557,-65.18699952445358
Or14J2,-29.94995287213356,7.689918741179261
Or14J3,-35.53508837893024,5.955709057099392
Or14J4,-50.25779335173529,-8.590296474241365
Or14J5,-27.064613825319938,-35.24466244160301
Or14J6,37.55023522963577,-22.92325433375962
Or14J7,24.519708272877068,49.529712096460194
Or14J8,34.62026440018533,54.04437796801447
Or14J9,-47.69498154562249,-8.874993112348848
Or1A1,-31.089734175760128,-8.028151207402285
Or1A1B,-6.258498906269522,-4.225746947911912
Or1Aa2,-5.712324760401724,42.18396062261012
Or1Ab2,-6.072760120059291,-25.44627664125615
Or1Ad1,24.400400665037576,40.15700585743927
Or1Ad6,26.64140248593642,4.388653754203019
Or1Ad8,26.89935880718884,33.33209824740256
Or1Af1,-14.743524395740543,-20.933495951855434
Or1Ak2,-8.685167476471197,42.82827595670458
Or1B1,14.148449586997275,-53.11546886366435
Or1D2,-8.197007214994581,-35.66475356388964
Or1E1,-22.14899694320175,4.51282818478985
Or1E16,-16.492724393793605,-7.984816386403808
Or1E17,-2.3081069651093773,35.42590083805281
Or1E19,-29.051373933128957,-1.8859690701986762
Or1E1C,-26.131078086743987,-0.6986135020309938
Or1E1F,2.8676955826266806,25.641073631962715
Or1E21,-10.491016381883728,35.768527182011205
Or1E22,-43.40531300123815,-11.309262511974257
Or1E23,-48.202170348059425,-14.689265406974549
Or1E25,-29.843958390613555,-10.449156157384735
Or1E26,-21.665747027314165,-3.839631112428211
Or1E29,4.781768624385957,18.8676048295152
Or1E30,-3.9742931869625933,34.29309475180433
Or1E31,-25.01079530874266,-13.689097418884327
Or1E32,-14.448791098412071,26.20282406567616
Or1E33,-36.4882252256722,-7.835589248970087
Or1E34,-34.1741589503804,-16.877092074634838
Or1E35,-9.941742130257397,25.176332456002985
Or1F12,-36.21054137663408,-40.95956466319728
Or1F19,-32.28671896449676,-13.517008231576574
Or1I2,7.57923501161189,-46.38905053963348
Or1J1,-43.57147102997767,-19.504453849727042
Or1J10,-33.491128317053885,-20.01428786857977
Or1J11,-16.726905818582047,-1.8520380840434705
Or1J12,-37.58484988310792,9.408140317121354
Or1J13,-17.396934248341843,13.010198903333615
Or1J14,0.7100083306173596,-36.99086463293309
Or1J15,-43.359103165467104,-1.902448354663544
Or1J16,-40.3073726998582,-18.785170987583136
Or1J17,-30.57293380315055,8.022025568335165
Or1J18,-38.22810242195313,-4.06014877822738
Or1J19,-32.484598040538884,-0.9978352240607341
Or1J20,-17.818978171012933,-2.8623779551238386
Or1J21,-33.650095712587316,11.046461377287505
Or1J4,-16.976977956902083,-14.257186776733999
Or1L4,-10.717660399661842,0.6146432601132458
Or1L8,-6.640113536004104,37.23697756251311
Or1M1,24.30156805451514,-27.107865727914987
Or1N1,-16.510140028031575,53.258965597194255
Or1N1B,-33.123828972931086,2.341837735900275
Or1N2,-38.91578395435508,2.691583985467047
Or1O1,-12.477438547159975,10.427523369286767
Or1O11,-4.1595532109954645,25.186019902910083
Or1O2,-1.9473666821428628,-5.173908127344055
Or1O3,9.067650215154357,-7.794171616288317
Or1O4,-18.897156037883743,9.846140799682939
Or1P1,-11.167698966816802,33.489719276481736
Or1P1C,-19.08144767831405,49.303491962371936
Or1Q1,2.5857266237347374,-0.3777154289695913
Or1R1,-6.290365401341654,-30.07824425895339
Or1S2,-0.5813950940126537,42.165129350834654
Or1X2,-21.171647456228083,14.882830444739767
Or1X6,-23.552876234398592,19.231838874747954
Or2A12,19.769568600090267,-6.992284765153084
Or2A14,45.004584969501956,10.483073909156657
Or2A20,21.68284309668938,45.452220334675644
Or2A25,-0.6230446845115216,0.7362046732614979
Or2A5,31.218240460169635,9.952869650907347
Or2A51,23.428231786615573,17.765399841019352
Or2A52,38.551310672679115,30.882364329282918
Or2A54,-2.3806521487282177,-65.47845037182022
Or2A56,48.515138145906995,-21.176947599685644
Or2A57,51.936456661565735,26.710088214107124
Or2A7,11.815907642633627,-6.795470935676457
Or2Aa1,-11.248617196528544,-45.943412327712984
Or2Ab1,-0.23887166845130145,63.81027362155209
Or2Ad1,4.616358654467985,27.522585130848977
Or2Ag1,-16.72310923145097,8.278178630084962
Or2Ag12,14.852572771746594,-4.4660460706735705
Or2Ag13,-5.391797996319706,-1.6409566574530734
Or2Ag15,31.456516054454692,22.56258840512433
Or2Ag16,40.24211460023635,38.81225697608565
Or2Ag17,-14.349710439990682,10.145052232567743
Or2Ag18,33.78534234093025,46.95473696247143
Or2Ag19,31.920832310837817,44.96432855473595
Or2Ag1B,35.31150459922416,34.43963257471587
Or2Ag2,-21.575497615804377,-46.32849372770616
Or2Ag20,-22.165694319526438,8.48770809486402
Or2Ag2B,-23.85794643050142,13.288233016197339
Or2Ah1,-31.9704219115213,20.715199479123214
Or2Aj4,29.544638493459495,37.3323604712709
Or2Aj5,22.659262643235458,29.997129339880587
Or2Aj6,36.77267734249525,39.743559426577214
Or2Ak4,19.627960609593792,21.56507465021404
Or2Ak5,2.4882954833118176,47.75052845335209
Or2Ak6,21.819988422696234,51.614248704052315
Or2Ak7,0.2655465984612646,35.67617958653744
Or2At1,38.72181461500792,5.080704366116512
Or2At4,31.955210986364623,-1.1112441857091448
Or2Av9,15.779442883169116,32.73136808604159
Or2B11,18.4293161520334,50.445487885901805
Or2B2,-1.473056880444837,7.496297459311555
Or2B28,31.05645855038576,29.195398813911176
Or2B2B,-1.6884671979180408,10.296720433881056
Or2B4,-5.028741705568635,-45.26541985429421
Or2B6,7.148653300553655,-44.40010064755686
Or2B7,-39.082871148245985,15.82906119405604
Or2Bd2,42.55372366215655,34.51329866561959
Or2C1,-30.171522286179762,15.133391626270473
Or2D2,-4.571853500088774,37.0533826244965
Or2D3,-37.47009481934932,39.129808192475984
Or2D36,-51.15462589359699,37.95065958087816
Or2D4,29.581373623965796,1.4414240236578773
Or2F1,-48.95995441399153,-36.38298702897729
Or2F1B,-60.511708157969444,26.081918820135357
Or2F2,-16.32174060843037,28.05319509191766
Or2G1,38.00569583266152,21.823053555877575
Or2G25,21.068601155909494,-46.40329090812285
Or2G7,28.107013881740183,-13.989780022510857
Or2H1,-1.6306658637017701,-1.957664701424568
Or2H15,13.022696800859352,13.8717445205954
Or2H1B,6.990594043427164,-18.29551829903939
Or2H2,8.409556532713728,-25.278772199197466
Or2H2C,9.939472490169507,9.81399345234962
Or2I1,-31.648635099566423,-48.11871924710674
Or2J3,-2.7393502484226646,-23.70650631308406
Or2J6,43.3288206494389,50.18926692539043
Or2K2,3.7965823326104107,5.432614353130295
Or2L13,-6.961229762769585,55.76397840942002
Or2L13B,-42.444469518599846,15.836706114080599
Or2L5,8.86676339051764,37.7589334326662
Or2M12,-23.392770561916926,-34.406257106304764
Or2M13,-47.842641822559955,2.061636014456294
Or2N1,9.92627907200499,-64.43718358076208
Or2N1B,18.742680697988405,-49.36597847940127
Or2N1C,1.5530189991690622,-54.53288711317688
Or2N1D,-6.18204498975529,-37.63170402260176
Or2N1E,50.55993033181948,47.8716506695299
Or2O1,20.441831971207066,42.61514074003094
Or2P2,17.891850952555295,11.163256295759034
Or2Q1,-62.39002609255694,-22.928167513788498
Or2R11,3.506026009047634,-8.18925659853113
Or2R2,-21.672322640425786,18.439088480875455
Or2R3,-23.24999596995286,-51.97537035572156
Or2T1,-3.265455270112115,60.66412517023772
Or2T26,5.816633531538151,-48.59124673759882
Or2T29,36.633990748843054,-2.9658409066954974
Or2T43,24.6916853394101,-6.458968930932494
Or2T44,18.66222204785393,5.386830381103347
Or2T45,-3.362464419193439,17.31119734803961
Or2T46,53.087167383167674,5.243172077960776
Or2T47,30.468716661482027,-17.11571344658078
Or2T48,35.316474754589656,-26.82792665897393
Or2T49,28.01631239142349,42.20705459843263
Or2T6,53.89615808230525,12.961128597059279
Or2V1,-16.675907935561682,-38.09887730000318
Or2V2,15.422086680648452,39.58897702276658
Or2W1,-1.5693288116510957,37.47215632166886
Or2W2,12.51987832172966,9.607278372720113
Or2W25,-5.138552651389562,33.20376041256716
Or2W3B,11.440343309314759,-21.787275184518368
Or2W4,21.921443874599955,29.02140881867695
Or2W6,18.100042570377212,17.136889046339526
Or2Y1,4.883606227302414,62.96305992768778
Or2Y10,-4.435691980241759,-50.693545237097005
Or2Y11,-25.93519337218881,-39.03076711862627
Or2Y12,-8.312156376617429,7.284345823088551
Or2Y13,-15.658061274648972,15.279398758283998
Or2Y14,-23.608876505816596,-17.198689498184827
Or2Y15,9.52310126844763,-57.608576813722784
Or2Y16,0.6376919545559749,4.552138072293061
Or2Y17,10.279207742012018,-4.593665306502955
Or2Y1B,6.393114336947394,12.771201129618388
Or2Y1C,20.46941457388692,55.6731194798841
Or2Y1D,3.1596531589736765,-19.311127919849913
Or2Y1E,15.709158234670912,29.527120480144237
Or2Y1F,15.62866880892736,23.640328471962682
Or2Y1G,12.603770614482105,-8.840478993080227
Or2Y3,6.4008425598252945,-7.8177933022260575
Or2Y6,-9.235245763649493,-21.37369158031748
Or2Y8,1.8865690765111656,-62.12402339123466
Or2Z2,-24.858743670303244,25.680936929380497
Or2Z8,9.489217830785401,23.08746910468603
Or2Z9,-18.369813088908966,1.5352851851671445
Or3A1,47.255735473271905,48.03060087111568
Or3A10,3.6579187325133167,-50.40005012100663
Or3A1B,34.03182608441091,50.17229189590826
Or3A1C,8.556606701569539,61.738528909450714
Or3A1D,-0.16860860891510807,-63.530550061722195
Or3A4,-14.86998792152306,-63.22440788090922
Or4A15,-64.18080439692655,-32.27080882369978
Or4A2,-79.70363972788057,10.639111367217808
Or4A27,-62.2956595663063,7.941882188975577
Or4A39,-57.64675867571857,-45.90106221457308
Or4A47,-48.6299368540887,-46.78924206197107
Or4A66,-50.15862073410639,4.9391471577563095
Or4A67,-20.990306045403727,34.65574292007697
Or4A68,-63.03490637071494,20.14286742006488
Or4A69,-69.75873442910094,-20.180806536949127
Or4A70,-29.89604010032278,-44.576739559379654
Or4A71,-60.40970889797009,-1.7023509735678148
Or4A72,-56.84144895773882,18.142503031586728
Or4A73,-63.119336547952145,-1.6388916810299616
Or4A74,-80.40966903266303,12.238549914480606
Or4A75,-30.09740761017152,-71.7514014572806
Or4A76,-66.54321804863423,-29.797187236454402
Or4A77,-77.56976664880929,7.911328799235533
Or4A78,-70.4245721289563,20.91729410963806
Or4A79,-65.71174404071091,-30.104953782557303
Or4A80,-78.34427982589631,1.0586140837431268
Or4A81,-71.55361577341408,-56.55843648510041
Or4B1,-18.911732544315175,-54.513808396855914
Or4B12,-42.66290580136034,-35.05078008438325
Or4B13,-48.28664268454957,-16.0544739782593
Or4B1B,-30.332775027955567,42.951663090695845
Or4B1D,-27.9320024093905,39.896744175994876
Or4C1,-56.5869254182999,-34.60923691464965
Or4C10,2.871843560050857,-84.31158305739322
Or4C100,-20.743237036308436,59.24341576278505
Or4C101,-65.07548602590016,45.68177183356649
Or4C102,-52.28615543794846,-43.21028664379457
Or4C103,-49.278888426748104,-44.44409743371278
Or4C104,-64.73714127701152,28.140415882797264
Or4C105,-45.72353909183963,62.270083547079686
Or4C106,-52.71347538576765,-53.101928704166625
Or4C107,-60.77356864875172,-21.65051757382632
Or4C108,-70.54127979107444,-3.9981807896398114
Or4C109,-29.067402246831683,-49.178163762882875
Or4C10B,-52.11237070854931,-43.98730882984152
Or4C11,-4.827222515296421,68.79921347215974
Or4C110,-26.04672539683409,46.65394883837023
Or4C111,-43.61066940882966,50.19161516376281
Or4C112,-55.572738475346675,-25.851878006558643
Or4C113,-57.824042415000385,0.8570799918055287
Or4C114,-60.64324439533444,-28.472160414994022
Or4C115,-63.51248110787792,-16.68695762218511
Or4C116,-37.708354927379865,-55.2241145833221
Or4C117,-53.0432094651429,-47.491863296391536
Or4C118,-20.484488647400177,-62.44209456771262
Or4C11B,-66.74908992268728,3.108805827083474
Or4C11C,-68.34729596210619,-4.209046149621196
Or4C12,-44.354115285279136,50.89985763606552
Or4C120,-44.116116080258145,-46.8831589806978
Or4C121,-44.18944762543128,43.21312587742736
Or4C122,-34.56241939567552,47.9145930906223
Or4C123,-63.55690134989317,34.430643438349925
Or4C124,-37.333139634646635,48.34940420246756
Or4C125,-64.77661060925024,38.310244509547246
Or4C126,-56.26953755641325,-45.251521522277116
Or4C127,-74.03105210299789,-31.721358002446426
Or4C12B,-55.46027357612704,43.40692743735715
Or4C15,-43.58476497886295,-55.85995203166751
Or4C15B,-49.71839012438299,43.697720751474336
Or4C29,-45.02558705115765,-41.735205332424556
Or4C3,4.092657459648766,-77.68564817012175
Or4C31,-70.07525361598428,-33.848316845571304
Or4C35,-63.825626324124926,-36.1052208008825
Or4C3D,-68.22157016225863,-18.17161736811707
Or4C52,-59.35201017706102,-25.19039510621525
Or4C58,-32.62081553900694,62.528368991825204
Or4D1,-47.61831304032739,15.70198322285695
Or4D10,-62.0202916008912,-34.12388698229506
Or4D10B,-32.2602497817226,52.60286062793929
Or4D10C,-5.712854938087287,-77.5816095127003
Or4D11,-37.97597886625498,50.44496152243582
Or4D2,-41.986511934073086,-41.24557432678085
Or4D2B,-55.40463378387283,-35.783303274624075
Or4D5,-60.65838168618409,35.97879721652987
Or4D6,-49.105002214159825,57.59426998208225
Or4E1,-62.873619504181,17.775275895756693
Or4E2,-40.039952759163086,-39.499737529243085
Or4E5,-51.79969842190389,7.645689413976915
Or4F14,-37.50474190623228,-21.790228755015985
Or4F14B,-45.180170161227146,-16.27848167223965
Or4F14D,-48.08506747707122,-20.756082105429602
Or4F15,-58.55419104428048,-19.239423112697683
Or4F47,-53.233922227688595,-5.078635898450564
Or4F4B,-58.004165967643196,-4.8953970900260035
Or4F52,-37.46859175331742,-43.76726552504439
Or4F53,-52.607213133088656,-7.234602253982467
Or4F54,-50.74723293827277,-3.138799575743735
Or4F56,-54.561366954738844,-19.370703671681813
Or4F57,-41.465459721892216,-3.7022031482907534
Or4F58,-51.80873619642849,-24.8899070408975
Or4F59,-53.81712605357242,-22.734431296560096
Or4F6,-56.942063399358226,-15.73690834296478
Or4F60,-39.617426111149115,37.673215849315035
Or4F61,-54.54936354066421,-14.029083835519351
Or4F62,-2.905003968235528,-70.2472090270843
Or4F7,-41.51077491982671,-29.03067096656456
Or4G16,-42.46332250159821,61.828781150142305
Or4G17,-34.7547016836515,16.65505397881998
Or4G7,-39.51014439847592,-57.06289564592576
Or4K1,-12.619583777203601,-41.90013589438741
Or4K15,-40.49804260986488,-17.482093990989735
Or4K15B,-30.56900535525584,-31.234759301377075
Or4K15C,-36.70224774500591,-15.390775211702385
Or4K2,-24.682542722778127,68.83229415982805
Or4K35,-59.97352896229074,34.28258303241682
Or4K36,-48.41622037786065,-7.323002414686914
Or4K37,-36.24121835641772,-23.27757520608644
Or4K38,8.639550650084805,59.66019038819479
Or4K40,-25.389298471366086,-7.28376816401231
Or4K41,-44.97939867060626,-9.64088270759016
Or4K42,-61.70778264478124,-7.1069505840165546
Or4K44,-49.846861559512355,-15.33897163047319
Or4K45,-8.077315751832806,69.05667524958965
Or4K47,-58.735164455655394,-10.334803855663576
Or4K48,-64.36663226257855,3.156536716291495
Or4K49,-4.956444628327861,76.27013282984598
Or4K5,-45.71810575794108,-25.536975382771598
Or4K51,-43.63761020582388,-51.74700720929767
Or4K52,-54.221580222308404,-27.395373964023317
Or4K6,20.772381468948105,73.84459224342473
Or4K77,-42.39651550989977,-27.343653202673043
Or4L1,-28.08492598162619,-29.970224633153325
Or4L15,-28.94778069406347,-51.435137970255575
Or4M1,-38.87835435197629,-47.069423391678754
Or4N4,-48.21119878051607,-34.680461299226415
Or4N4B,6.644295261320212,56.244644537097784
Or4N5,0.7867864584520005,57.5040700320477
Or4P18,-10.062369585044594,-57.335771431113464
Or4P19,56.94338932958373,-20.906411743679723
Or4P20,-11.655425995466803,-71.71823008880428
Or4P21,-36.26981658819599,39.924252842630594
Or4P22,45.13816182961228,48.87496176354819
Or4P23,-28.96182876161959,-23.00734200683889
Or4P7,0.20204330960587336,-19.224579962441762
Or4P8,-5.283702514306279,68.93322636077436
Or4Q3,-67.70265658321654,-11.037136652516407
Or4S2B,22.883245535218983,-56.26217285098384
Or4X11,-25.09805908346705,59.46561595658339
Or4X13,-46.373433105141984,-8.737597945763667
Or4X6,-45.9879673350217,-37.24263741887275
Or4Z4,-42.72111302172964,-46.04381696855433
Or51A10,50.75854873186167,4.773029068173663
Or51A24,56.12957541537376,-16.227522517651167
Or51A25,43.07572271164121,10.263893610027715
Or51A39,49.67240587197874,-0.43942733347308716
Or51A43,61.0650174014517,1.3017857161256534
Or51A5,38.3226392897586,17.47823824484692
Or51A6,45.28231349181133,2.087759524574518
Or51A7,42.88467606719507,13.754629341943879
Or51A8,-32.197461686556984,-24.86989544599813
Or51Aa2,61.79421407836095,-14.531584372875853
Or51Aa5,-25.57288969124807,28.83073951755891
Or51Ab3,35.35246342651278,10.35878626489461
Or51Ac3,36.73093049374337,-17.88000514124994
Or51Af1,59.90048768933483,4.183932497051755
Or51Ag1,44.060467327907126,29.937538385648402
Or51Ah3,31.381567160101337,0.48219484254822237
Or51Ai2,62.65261901468576,19.104914731052546
Or51B17,46.95691085995564,-11.344250317319732
Or51B4,24.034046645546205,-4.672210556418008
Or51B6,47.32481932788505,-15.118366908168388
Or51B6B,44.66323210446481,1.0303843560059447
Or51D1,54.65156137706377,5.99682721088854
Or51E1,27.173925829051406,-46.17265834164062
Or51E2,33.54273655191796,7.672755915187715
Or51F1,66.9159181643045,-13.889919307042415
Or51F1D,54.19722126395594,-15.295055653184457
Or51F1E,56.39867694167628,2.972826842801196
Or51F2,51.9400922191123,-8.024344697229566
Or51F23,34.47304177620275,2.7650812446941506
